hostname_nn,letter_nn,Event,ProposalCategory,ProposalID,Cycle,Observation,Status,ObservingMode,GratingGrism,Subarray,ReadoutPattern,Groups,StartTime,EndTime,Hours,LastName,ProprietaryPeriod,EquatorialCoordinates,sy_kmag,sy_dist,st_teff,st_mass,st_rad,st_logg,pl_orbper,pl_orbsmax,pl_orbincl,pl_massj,pl_radj,pl_g_SI,pl_dens_cgs,pl_Teq_K,pl_trandep,pl_trandur,pl_TSM_K,pl_ESM_3um,PlanWindow,st_met,spectrum,published
WASP-15,b,Transit,GO,3838,2,4,Executed,BOTS,G395H,SUB2048,NRSRAPID,44,45317.93,45318.31,10.04,Kirk,12,13 55 42.7227 -32 09 34.96,9.693,282.09,6300,1.18,1.477,4.35,3.7520991,0.05,85.72,0.546,1.409,7.8,0.3,1652.8,1,3.7,186.13,36.49,X,-0.17,,
TOI-2445,b,PhaseC,GO,3784,2,1,Executed,BOTS,PRISM,SUB512,NRSRAPID,7,45319.22,45319.84,16.56,Zhang,12,02 53 15.8773 +00 03 8.41,10.779,48.58,3333,0.25,0.271,4.964,0.3711308,0.006,-1,-1,0.118,-1,-1,1046.1,0.2,0.5,-1,2.67,X,-999,,
L 98-59,b,Transit,GO,3942,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,45321.25,45321.43,4.37,Damiano,12,08 18 7.8865 -68 18 52.08,7.101,10.62,3413.5,0.312,0.313,4.925,2.2531138,0.023,87.9,0.001,0.074,7.62,5.53,613.1,0.1,1,44.88,0.21,X,-0.5,,
TOI-270,b,Eclipse,GO,3730,2,22,Executed,F1500W,X,SUB256,FASTR1,25,45322.36,45322.6,5.93,Diamond-Lowe,12,04 33 39.8638 -51 57 26.75,8.251,22.48,3446,0.4,0.379,4.856,3.3601458,0.031,88.65,0.005,0.108,12.17,6.05,578.4,0.1,1.4,15.54,0.11,X,-0.17,,
L 98-59,c,Eclipse,GO,3730,2,8,Executed,F1500W,X,SUB128,FASTR1,23,45324.98,45325.19,5.08,Diamond-Lowe,12,08 18 7.8951 -68 18 52.25,7.101,10.62,3412,0.312,0.312,4.94,3.6906745,0.031,88.5,0.007,0.12,13.83,6.15,519.5,0.2,1.3,34.45,0.16,X,-0.5,,
L 98-59,b,Transit,GO,3942,2,2,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,45325.76,45325.94,4.37,Damiano,12,08 18 7.8865 -68 18 52.08,7.101,10.62,3413.5,0.312,0.313,4.925,2.2531138,0.023,87.9,0.001,0.074,7.62,5.53,613.1,0.1,1,44.88,0.21,X,-0.5,,
L 98-59,b,Transit,GO,3942,2,3,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,45328.02,45328.19,4.37,Damiano,12,08 18 7.8865 -68 18 52.08,7.101,10.62,3413.5,0.312,0.313,4.925,2.2531138,0.023,87.9,0.001,0.074,7.62,5.53,613.1,0.1,1,44.88,0.21,X,-0.5,,
L 231-32,d,Transit,GO,4098,2,15,Executed,SOSS,X,SUBSTRIP256,NISRAPID,3,45328.27,45328.55,7.2,Benneke,0,04 33 39.8638 -51 57 26.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,
TOI-270,b,Eclipse,GO,3730,2,21,Executed,F1500W,X,SUB256,FASTR1,25,45329.08,45329.32,5.93,Diamond-Lowe,12,04 33 39.8638 -51 57 26.75,8.251,22.48,3446,0.4,0.379,4.856,3.3601458,0.031,88.65,0.005,0.108,12.17,6.05,578.4,0.1,1.4,15.54,0.11,X,-0.17,,
GJ 1132,b,Transit,GO,1981,1,23,Executed,BOTS,G395M,SUB2048,NRSRAPID,6,45330.92,45331.11,4.6,Stevenson,0,10 14 50.1768 -47 09 17.77,8.322,12.61,3270,0.181,0.216,4.881,1.6289302,0.015,88.16,0.005,0.106,12.86,6.48,591.6,0.2,0.8,44.36,0.44,X,-0.12,,
TOI-270,b,Eclipse,GO,3730,2,20,Executed,F1500W,X,SUB256,FASTR1,25,45332.44,45332.68,5.93,Diamond-Lowe,12,04 33 39.8638 -51 57 26.75,8.251,22.48,3446,0.4,0.379,4.856,3.3601458,0.031,88.65,0.005,0.108,12.17,6.05,578.4,0.1,1.4,15.54,0.11,X,-0.17,,
TOI-1685,b,PhaseC,GO,3263,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,16,45336.92,45337.77,23.03,Luque,12,04 34 22.5487 +43 02 13.34,8.758,37.62,3457,0.478,0.462,4.814,0.6691406,0.011,85.59,0.00953,0.131,12.64,5.3,1058.5,0.1,1,136.19,3.75,X,0,flat,yes
TOI-270,b,Eclipse,GO,3730,2,19,Executed,F1500W,X,SUB256,FASTR1,25,45339.16,45339.4,5.93,Diamond-Lowe,12,04 33 39.8638 -51 57 26.75,8.251,22.48,3446,0.4,0.379,4.856,3.3601458,0.031,88.65,0.005,0.108,12.17,6.05,578.4,0.1,1.4,15.54,0.11,X,-0.17,,
L 98-59,b,Transit,GO,3942,2,4,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,45341.53,45341.71,4.37,Damiano,12,08 18 7.8865 -68 18 52.08,7.101,10.62,3413.5,0.312,0.313,4.925,2.2531138,0.023,87.9,0.001,0.074,7.62,5.53,613.1,0.1,1,44.88,0.21,X,-0.5,,
KELT-7,b,Transit,GO,3838,2,2,Executed,BOTS,G395H,SUB2048,NRSRAPID,5,45345.66,45346.04,9.78,Kirk,12,05 13 10.9419 +33 19 4.63,7.543,136.68,6768,1.535,1.751,4.149,2.7347656,0.044,83.76,1.335,1.588,15,0.51,2055.3,0.8,3.4,259.99,141.96,X,0.14,,
TOI-1685,b,Transit,GO,4195,2,3,Executed,BOTS,G395H,SUB2048,NRSRAPID,16,45347.27,45347.52,6.17,Fisher,12,04 34 22.5504 +43 02 13.30,8.758,37.62,3457,0.478,0.462,4.814,0.6691406,0.011,85.59,0.00953,0.131,12.64,5.3,1058.5,0.1,1,136.19,3.75,X,0,,
TOI-1685,b,Transit,GO,4195,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,16,45351.29,45351.53,6.17,Fisher,12,04 34 22.5504 +43 02 13.30,8.758,37.62,3457,0.478,0.462,4.814,0.6691406,0.011,85.59,0.00953,0.131,12.64,5.3,1058.5,0.1,1,136.19,3.75,X,0,,
TOI-3714,b,Transit,GO,3171,2,13,Executed,BOTS,PRISM,SUB512,NRSRAPID,4,45351.82,45352.06,7.16,Kanodia,0,04 38 12.5354 +39 27 29.91,10.852,112.71,3652,0.526,0.508,4.75,2.154848,0.027,88.26,0.694,1.01,19.3,1.02,769.2,5,1.7,124.24,9.95,X,0.24,,
TOI-1685,b,Transit,GO,4195,2,2,Executed,BOTS,G395H,SUB2048,NRSRAPID,16,45353.3,45353.54,6.17,Fisher,12,04 34 22.5504 +43 02 13.30,8.758,37.62,3457,0.478,0.462,4.814,0.6691406,0.011,85.59,0.00953,0.131,12.64,5.3,1058.5,0.1,1,136.19,3.75,X,0,,
TOI-3714,b,Transit,GO,3171,2,14,Executed,BOTS,PRISM,SUB512,NRSRAPID,4,45353.91,45354.19,7.16,Kanodia,0,04 38 12.5354 +39 27 29.91,10.852,112.71,3652,0.526,0.508,4.75,2.154848,0.027,88.26,0.694,1.01,19.3,1.02,769.2,5,1.7,124.24,9.95,X,0.24,,
WASP-189,b,Transit,GO,3279,2,1,Executed,SOSS,X,SUBSTRIP256,NISRAPID,7,45356.95,45357.42,13.19,Hoeijmakers,0,15 02 44.8157 -03 01 53.35,6.06,99.73,8000,2.03,2.36,3.9,2.7240319,0.051,84.03,1.99,1.619,21.52,0.71,2636.4,0,4.3,258.16,222.32,X,0.29,,
TOI-3714,b,Transit,GO,3171,2,15,Executed,BOTS,PRISM,SUB512,NRSRAPID,4,45358.22,45358.5,7.15,Kanodia,0,04 38 12.5354 +39 27 29.91,10.852,112.71,3652,0.526,0.508,4.75,2.154848,0.027,88.26,0.694,1.01,19.3,1.02,769.2,5,1.7,124.24,9.95,X,0.24,,
HD 260655,b,Eclipse,GO,3730,2,6,Executed,F1500W,X,SUB64,FASTR1,16,45358.6,45358.8,5.28,Diamond-Lowe,12,06 37 9.9436 +17 33 58.74,5.862,10.01,3805,0.439,0.454,4.985,2.7695118,0.029,87.35,0.007,0.112,15.18,7.25,722.3,0.1,1.1,33.87,0.98,X,-0.43,,
HAT-P-30,b,Transit,GO,3838,2,5,Executed,BOTS,G395H,SUB2048,NRSRAPID,26,45361.93,45362.25,8.33,Kirk,12,08 15 47.9623 +05 50 12.72,9.151,213.98,6304,1.242,1.215,4.36,2.810601,0.042,83.6,0.733,1.427,10.2,0.38,1636.9,1.1,2.2,270.81,69.01,X,0.13,,
GJ 3473,b,Eclipse,GO,3730,2,1,Executed,F1500W,X,SUB256,FASTR1,39,45363.45,45363.62,4.78,Diamond-Lowe,12,08 02 22.4521 +03 20 13.60,8.829,27.36,3339.5,0.36,0.359,4.863,1.1980015,0.016,87.95,0.006,0.11,13.61,6.6,765.7,0.1,1,16.1,0.69,X,0.11,,
GJ 3473,b,Eclipse,GO,3730,2,2,Executed,F1500W,X,SUB256,FASTR1,39,45364.63,45364.81,4.78,Diamond-Lowe,12,08 02 22.4521 +03 20 13.60,8.829,27.36,3339.5,0.36,0.359,4.863,1.1980015,0.016,87.95,0.006,0.11,13.61,6.6,765.7,0.1,1,16.1,0.69,X,0.11,,
HD 260655,b,Eclipse,GO,3730,2,7,Executed,F1500W,X,SUB64,FASTR1,16,45366.89,45367.11,5.28,Diamond-Lowe,12,06 37 9.9436 +17 33 58.74,5.862,10.01,3805,0.439,0.454,4.985,2.7695118,0.029,87.35,0.007,0.112,15.18,7.25,722.3,0.1,1.1,33.87,0.98,X,-0.43,,
TOI-3757,b,Transit,GO,3171,2,4,Executed,BOTS,PRISM,SUB512,NRSRAPID,4,45370.97,45371.24,7.47,Kanodia,0,06 04 0.8904 +55 01 12.59,11.152,181.14,3907.5,0.64,0.629,4.65,3.4389742,0.038,86.76,0.268,1.09,6.4,0.31,761.9,3.3,1.8,228.12,5.55,X,0,,
TOI-3757,b,Transit,GO,3171,2,5,Executed,BOTS,PRISM,SUB512,NRSRAPID,4,45374.39,45374.68,7.47,Kanodia,0,06 04 0.8904 +55 01 12.59,11.152,181.14,3907.5,0.64,0.629,4.65,3.4389742,0.038,86.76,0.268,1.09,6.4,0.31,761.9,3.3,1.8,228.12,5.55,X,0,,
GJ 3473,b,Eclipse,GO,3730,2,4,Executed,F1500W,X,SUB256,FASTR1,39,45381.38,45381.58,4.78,Diamond-Lowe,12,08 02 22.4521 +03 20 13.60,8.829,27.36,3339.5,0.36,0.359,4.863,1.1980015,0.016,87.95,0.006,0.11,13.61,6.6,765.7,0.1,1,16.1,0.69,X,0.11,,
WASP-121,b,Eclipse,GO,2961,2,1,Executed,LRS,X,SLITLESSPRISM,FASTR1,83,45392.68,45393.03,9.04,Molliere,12,07 10 24.0555 -39 05 50.17,9.374,269.9,6459,1.353,1.458,4.242,1.274925,0.025,88.04,1.17,1.8,10.24,0.3,2357.9,1.7,2.9,307.36,165.69,X,0.13,,
LTT 3780,c,Transit,GO,3557,2,4,Executed,SOSS,X,SUBSTRIP256,NISRAPID,2,45402.79,45402.98,4.67,Madhusudhan,12,10 18 34.7652 -11 43 4.21,8.204,21.98,3344.5,0.381,0.377,4.873,12.252202,0.076,89.13,0.024,0.208,15.54,4,358.8,0.3,1.5,99.86,0,X,0.09,,
Kepler-12,b,Transit,GO,3969,2,5,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45403.94,45404.46,13.93,Espinoza,12,19 04 58.4270 +50 02 25.32,12.066,881.39,5953,1.106,1.483,4.175,4.437963,0.055,89.26,0.432,1.695,4.26,0.13,1491.9,1.7,4.7,123.2,14.07,X,0.07,,
K2-22,b,Transit,GO,3315,2,2,Executed,LRS,X,SLITLESSPRISM,FASTR1,450,45406.61,45406.8,4.57,Wright,12,11 17 55.8491 +02 37 8.53,11.924,243.84,3872,0.595,0.57,4.675,0.381078,0.009,83,1.4,0.385,267.71,37.2,1485.9,0.6,0.7,3.2,10.26,X,0.03,,
K2-18,b,Transit,GO,2722,1,2,Executed,LRS,X,SLITLESSPRISM,FASTR1,25,45407.91,45408.21,7.86,Madhusudhan,12,11 30 14.4311 +07 35 16.13,8.899,38.03,3457,0.413,0.411,4.786,32.9398375,0.146,89.58,0.027,0.203,18.6,4.89,279.6,0.3,2.7,38.9,0,X,0.12,,
K2-22,b,Transit,GO,3315,2,1,Executed,LRS,X,SLITLESSPRISM,FASTR1,450,45408.53,45408.7,4.57,Wright,12,11 17 55.8491 +02 37 8.53,11.924,243.84,3872,0.595,0.57,4.675,0.381078,0.009,83,1.4,0.385,267.71,37.2,1485.9,0.6,0.7,3.2,10.26,X,0.03,,
K2-22,b,PhaseC,GO,3315,2,3,Executed,LRS,X,SLITLESSPRISM,FASTR1,450,45409.28,45409.85,15.2,Wright,12,11 17 55.8491 +02 37 8.53,11.924,243.84,3872,0.595,0.57,4.675,0.381078,0.009,83,1.4,0.385,267.71,37.2,1485.9,0.6,0.7,3.2,10.26,X,0.03,,
TOI-3984 A,b,Transit,GO,3171,2,1,Executed,BOTS,PRISM,SUB512,NRSRAPID,4,45410.29,45410.56,7.71,Kanodia,0,15 05 20.9784 +36 47 12.45,11.052,108.88,3449,0.49,0.465,4.79,4.3533236,0.041,89.5,0.14,0.675,8.71,0.69,560.1,2.2,2,146.03,0.65,X,0.18,,
TOI-1231,b,Transit,GO,3557,2,2,Executed,BOTS,G395H,SUB2048,NRSRAPID,7,45412.12,45412.39,7.36,Madhusudhan,12,10 26 59.3375 -52 28 4.16,8.069,27.62,3544,0.485,0.471,4.808,24.2455413,0.129,89.73,0.048,0.336,12.18,1.94,326.7,0.6,3.3,130.1,0,X,0.04,clear,no
TOI-561,b,PhaseC,GO,3860,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,6,45413.92,45415.52,44.22,Teske,12,09 52 44.4364 +06 12 57.97,8.394,85.8,5357,0.805,0.843,4.5,0.4465697,0.011,87.1,0.007,0.127,11.75,4.95,2303.6,0,1.3,14.33,4.85,X,-0.4,,
LHS 3844,b,Eclipse,GO,1846,1,3,Executed,LRS,X,SLITLESSPRISM,FASTR1,30,45415.96,45416.13,4.08,Kreidberg,12,22 41 59.0890 -69 10 19.59,9.145,14.88,3036,0.151,0.189,5.06,0.4629294,0.006,88.5,-1,0.119,-1,-1,807,0.4,0.5,-1,4.03,X,-999,,
LTT 3780,b,Eclipse,GO,3730,2,15,Executed,F1500W,X,SUB256,FASTR1,22,45416.63,45416.82,4.67,Diamond-Lowe,12,10 18 34.7652 -11 43 4.21,8.204,21.98,3358,0.38,0.38,4.85,0.7683793,0.012,86.1,0.008,0.118,15.73,7.12,910.1,0.1,0.8,21.13,2.33,X,0.09,,
LTT 3780,b,Eclipse,GO,3730,2,14,Executed,F1500W,X,SUB256,FASTR1,22,45417.4,45417.59,4.67,Diamond-Lowe,12,10 18 34.7652 -11 43 4.21,8.204,21.98,3358,0.38,0.38,4.85,0.7683793,0.012,86.1,0.008,0.118,15.73,7.12,910.1,0.1,0.8,21.13,2.33,X,0.09,,
GJ 357,b,Eclipse,GO,3730,2,27,Executed,F1500W,X,SUB64,FASTR1,22,45423.43,45423.64,5.98,Diamond-Lowe,12,09 36 1.7964 -21 39 54.72,6.475,9.44,3505,0.342,0.337,4.94,3.9306128,0.036,89.12,0.006,0.109,13.92,6.86,520.7,0.1,1.3,35.38,0.14,X,-0.12,,
LTT 3780,c,Transit,GO,3557,2,5,Executed,BOTS,G395H,SUB2048,NRSRAPID,7,45439.57,45439.75,4.6,Madhusudhan,12,10 18 34.7652 -11 43 4.21,8.204,21.98,3344.5,0.381,0.377,4.873,12.252202,0.076,89.13,0.024,0.208,15.54,4,358.8,0.3,1.5,99.86,0,X,0.09,,
K2-18,b,Transit,GO,2372,1,7,Executed,BOTS,G395H,SUB2048,NRSRAPID,16,45440.8,45441.23,11.34,Hu,12,11 30 14.4338 +07 35 16.19,8.899,38.03,3457,0.413,0.411,4.786,32.9398375,0.146,89.58,0.027,0.203,18.6,4.89,279.6,0.3,2.7,38.9,0,X,0.12,,
GJ 1132,b,Transit,GO,1981,1,24,Executed,BOTS,G395M,SUB2048,NRSRAPID,6,45448.21,45448.41,4.95,Stevenson,0,10 14 50.1768 -47 09 17.77,8.322,12.61,3270,0.181,0.216,4.881,1.6289302,0.015,88.16,0.005,0.106,12.86,6.48,591.6,0.2,0.8,44.36,0.44,X,-0.12,,
TOI-3984 A,b,Transit,GO,3171,2,2,Executed,BOTS,PRISM,SUB512,NRSRAPID,4,45449.45,45449.74,7.71,Kanodia,0,15 05 20.9784 +36 47 12.45,11.052,108.88,3449,0.49,0.465,4.79,4.3533236,0.041,89.5,0.14,0.675,8.71,0.69,560.1,2.2,2,146.03,0.65,X,0.18,,
WASP-94 A,b,Transit,GO,3154,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,21,45450.57,45450.95,10.35,Ahrer,12,20 55 7.9774 -34 08 8.70,8.874,211.21,6153,1.45,1.62,4.181,3.9501954,0.055,88.7,0.456,1.72,4.37,0.14,1607.3,1.2,4.5,478.31,62.93,X,0.26,,
GJ 9827,d,Transit,GO,4098,2,10,Executed,BOTS,G395H,SUB2048,NRSRAPID,4,45451.12,45451.33,5.09,Benneke,0,23 27 5.2388 -01 17 7.13,7.193,29.66,4255,0.62,0.602,4.68,6.2014698,0.056,87.44,0.01,0.18,8.98,2.66,671.8,0.1,1.2,175.62,0.41,X,-0.29,,
HAT-P-65,b,Transit,GO,3969,2,4,Executed,BOTS,PRISM,SUB512,NRSRAPID,3,45452.43,45452.92,13.16,Espinoza,12,21 03 37.3175 +11 59 21.72,11.528,738.52,5835,1.212,1.86,3.983,2.6054475,0.04,84.2,0.54,1.611,5.9,0.2,1919.5,1.1,4.3,88.49,21.56,X,0.1,,
WASP-47,e,Eclipse,GO,3615,2,2,Executed,BOTS,G395H,SUB2048,NRSRAPID,44,45453.03,45453.34,8.28,Zieba,12,22 04 48.7426 -12 01 8.66,10.192,264.78,5565,1.04,1.137,4.34,0.7896035,0.017,86.46,0.028,0.161,30.85,10.23,2193.6,0,1.9,10.51,1.58,X,0.38,,
TOI-3984 A,b,Transit,GO,3171,2,3,Executed,BOTS,PRISM,SUB512,NRSRAPID,4,45453.8,45454.1,7.71,Kanodia,0,15 05 20.9784 +36 47 12.45,11.052,108.88,3449,0.49,0.465,4.79,4.3533236,0.041,89.5,0.14,0.675,8.71,0.69,560.1,2.2,2,146.03,0.65,X,0.18,,
HAT-P-65,b,Transit,GO,3969,2,6,Executed,BOTS,PRISM,SUB512,NRSRAPID,3,45455.03,45455.53,13.16,Espinoza,12,21 03 37.3175 +11 59 21.72,11.528,738.52,5835,1.212,1.86,3.983,2.6054475,0.04,84.2,0.54,1.611,5.9,0.2,1919.5,1.1,4.3,88.49,21.56,X,0.1,,
HD 106315,c,Transit,GO,2950,2,2,Executed,LRS,X,SLITLESSPRISM,FASTR1,19,45456.01,45456.54,14.17,Waters,12,12 13 53.3938 -00 23 36.37,7.853,109.35,6290,1.079,1.277,4.251,21.057175,0.153,88.75,0.047,0.386,8.9,1.23,876.5,0.1,4.7,73.99,0.78,X,-0.26,,
WASP-47,e,Eclipse,GO,3615,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,44,45456.97,45457.29,8.28,Zieba,12,22 04 48.7426 -12 01 8.66,10.192,264.78,5565,1.04,1.137,4.34,0.7896035,0.017,86.46,0.028,0.161,30.85,10.23,2193.6,0,1.9,10.51,1.58,X,0.38,,
TrES-4,b,Transit,GO,3838,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,80,45460.02,45460.38,9.91,Kirk,12,17 53 13.0407 +37 12 42.26,10.33,515.98,6200,1.394,1.816,4.062,3.553929,0.051,82.81,0.887,1.791,7.84,0.23,1785.5,1,3.6,125.52,36.82,X,0.14,,
LHS 3844,b,PhaseC,GO,4008,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,15,45468.04,45468.71,18.63,Zieba,12,22 41 59.1203 -69 10 19.95,9.145,14.88,3036,0.151,0.189,5.06,0.4629294,0.006,88.5,-1,0.119,-1,-1,807,0.4,0.5,-1,4.03,X,-999,,
WASP-107,b,Eclipse,GTO,1201,1,502,Executed,BOTS,G395M,SUB2048,NRSRAPID,6,45469.37,45469.75,10.85,Lafreniere,12,12 33 32.7426 -10 08 46.37,8.637,64.74,4430,0.69,0.66,4.5,5.7214886,0.055,89.56,0.12,0.944,3.8,0.22,738,2.2,2.7,930.94,8.08,X,0.02,,
TOI-5293 A,b,Transit,GO,3171,2,11,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45470.46,45470.76,7.44,Kanodia,0,23 43 18.8831 -02 02 42.34,11.639,162.23,3639,0.54,0.51,4.77,2.930363,0.034,88.8,0.54,1.061,13.61,0.69,679.6,5.1,1.8,113.06,3.61,X,-0.03,,
Kepler-12,b,Transit,GO,3969,2,1,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45474.94,45475.47,13.93,Espinoza,12,19 04 58.4270 +50 02 25.32,12.066,881.39,5953,1.106,1.483,4.175,4.437963,0.055,89.26,0.432,1.695,4.26,0.13,1491.9,1.7,4.7,123.2,14.07,X,0.07,,
GJ 3090,b,Transit,GO,4098,2,111,Executed,SOSS,X,SUBSTRIP256,NISRAPID,2,45477.31,45477.53,5.19,Benneke,0,01 21 45.2173 -46 42 53.04,7.294,22.48,3629.5,0.519,0.518,4.745,2.8531035,0.032,87.14,0.011,0.185,8.69,2.51,708,0.1,1.2,252.99,1.03,X,-0.06,,
TRAPPIST-1,b+e,Transit,GO,6456,3,1,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45478.05,45478.43,10.79,Allen,12,23 06 30.3652 -05 02 36.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,
LHS 1140,c,Eclipse,GO,3730,2,9,Executed,F1500W,X,SUB256,FASTR1,36,45480.64,45480.84,5.36,Diamond-Lowe,12,00 44 59.6827 -15 16 27.09,8.821,14.99,3131,0.182,0.214,5.049,3.7779329,0.027,89.92,0.006,0.114,12.44,5.84,425,0.3,1.1,28.57,0.02,X,-0.24,,
TOI-5293 A,b,Transit,GO,3171,2,20,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45482.21,45482.49,7.44,Kanodia,0,23 43 18.8831 -02 02 42.34,11.639,162.23,3639,0.54,0.51,4.77,2.930363,0.034,88.8,0.54,1.061,13.61,0.69,679.6,5.1,1.8,113.06,3.61,X,-0.03,,
TRAPPIST-1,c,Transit,GO,2420,1,5,Executed,BOTS,PRISM,SUB512,NRSRAPID,6,45482.71,45482.96,6.26,Meech,0,23 06 30.3341 -05 02 36.46,10.296,-1,2559,0.09,0.118,5.24,2.421848,0.016,89.62,0.004,0.096,12.67,7.07,337.4,0.7,0.7,31.19,0,X,0.04,,
NGTS-2,b,Transit,GO,3838,2,3,Executed,BOTS,G395H,SUB2048,NRSRAPID,48,45483.13,45483.55,11.13,Kirk,12,14 20 29.4628 -31 12 7.45,9.799,356.39,6478,1.64,1.702,4.197,4.5111232,0.063,88.5,0.74,1.625,7.94,0.26,1623.6,1.1,4.6,148.53,31.79,X,-0.06,,
TRAPPIST-1,b+e,Transit,GO,6456,3,3,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45484.15,45484.47,9.2,Allen,12,23 06 30.3652 -05 02 36.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,
HAT-P-11,b,Transit,GO,4105,2,2,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,45486.75,45487.03,7.1,Alderson,12,19 50 50.4423 +48 04 54.71,7.009,37.76,4777.6,0.81,0.755,4.59,4.8878027,0.053,89.36,0.081,0.43,12.42,1.55,869.5,0.4,2.4,247.39,5.89,X,0.31,,
TOI-1468,c,Transit,GO,3557,2,8,Executed,BOTS,G395H,SUB2048,NRSRAPID,10,45487.93,45488.13,5.16,Madhusudhan,12,01 06 36.9279 +19 13 29.60,8.497,24.74,3382,0.346,0.369,4.855,15.532477,0.086,89.28,0.017,0.184,14.12,4.1,337.8,0.3,1.8,83.49,0,X,-0.02,,
HAT-P-11,b,Transit,GO,4105,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,45491.63,45491.92,7.1,Alderson,12,19 50 50.4423 +48 04 54.71,7.009,37.76,4777.6,0.81,0.755,4.59,4.8878027,0.053,89.36,0.081,0.43,12.42,1.55,869.5,0.4,2.4,247.39,5.89,X,0.31,,
LHS 1140,c,Eclipse,GO,3730,2,11,Executed,F1500W,X,SUB256,FASTR1,36,45491.97,45492.17,5.36,Diamond-Lowe,12,00 44 59.6827 -15 16 27.09,8.821,14.99,3131,0.182,0.214,5.049,3.7779329,0.027,89.92,0.006,0.114,12.44,5.84,425,0.3,1.1,28.57,0.02,X,-0.24,,
L 231-32,d,Transit,GO,3557,2,12,Executed,LRS,X,SLITLESSPRISM,FASTR1,17,45499,45499.24,6.05,Madhusudhan,12,04 33 39.8638 -51 57 26.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,
TOI-3235,b,Transit,GO,3731,2,1,Executed,BOTS,PRISM,SUB512S,NRSRAPID,4,45500.94,45501.22,7.08,Jordan,12,13 49 53.7237 -46 03 59.45,10.819,72.81,3381.9,0.394,0.37,4.874,2.5926192,0.027,88.14,0.665,1,18.86,1.01,602.6,7.8,1.4,189.18,4.48,X,0.26,,
TOI-824,b,Eclipse,GO,4102,2,2,Executed,BOTS,G395M,SUB2048,NRSRAPID,5,45502.14,45502.4,6.63,Roy,12,14 48 39.7097 -57 35 20.00,8.432,63.93,4600,0.71,0.695,4.605,1.3929765,0.022,83.65,0.058,0.262,23.94,4.88,1253.3,0.2,1.1,75.73,6.79,X,-0.09,,
TOI-824,b,Eclipse,GO,4102,2,1,Executed,BOTS,G395M,SUB2048,NRSRAPID,5,45504.92,45505.19,6.63,Roy,12,14 48 39.7097 -57 35 20.00,8.432,63.93,4600,0.71,0.695,4.605,1.3929765,0.022,83.65,0.058,0.262,23.94,4.88,1253.3,0.2,1.1,75.73,6.79,X,-0.09,,
TOI-270,d,Transit,GTO,2759,2,1,Executed,SOSS,X,SUBSTRIP256,NISRAPID,3,45510.36,45510.67,8.53,Lafreniere,12,04 33 39.8638 -51 57 26.75,8.251,22.48,3446,0.4,0.38,4.856,11.379573,0.073,89.69,0.015,0.193,11.46,3.18,379.9,0.3,2.2,128.15,0.01,X,-0.17,clear,yes
HATS-75,b,Transit,GO,3171,2,9,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45513.74,45514.03,7.38,Kanodia,0,04 03 47.8393 -25 24 32.09,11.584,194.96,3722.2,0.602,0.586,4.561,2.7886548,0.033,88.07,0.491,0.873,18.26,1.12,759.3,2.6,1.9,60.24,3.59,X,0.52,,
WASP-96,b,Transit,GO,4082,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,128,45514.08,45514.34,6.68,Radica,12,00 04 11.1767 -47 21 38.29,10.914,352.46,5540,1.06,1.05,4.42,3.4252566,0.045,85.6,0.485,1.225,9.17,0.4,1285.4,1.4,2.4,120.78,16.96,X,0.14,,
HATS-75,b,Transit,GO,3171,2,10,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45519.31,45519.61,7.38,Kanodia,0,04 03 47.8393 -25 24 32.09,11.584,194.96,3722.2,0.602,0.586,4.561,2.7886548,0.033,88.07,0.491,0.873,18.26,1.12,759.3,2.6,1.9,60.24,3.59,X,0.52,,
